Initializing Wing Monitor Controller...
Using Config: IP=192.168.1.70, MockMode=true
[INFO] Running in MOCK MODE
Server running on http://localhost:3001/
Wing Controller connected and ready
Client connected
Client connected
Client connected
Client connected
Client connected
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.235}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.235}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.115}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.115}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.08}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.08}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.06}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.06}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.04}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.04}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.015}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.015}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.03}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.03}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.12}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.12}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.63}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.63}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.675}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.675}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.715}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.715}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.75}]
